Index,Timestamp,w,x,y,z,Angle(rad),Angle(deg)
0,2025-08-04 17:32:22,0.292236,0.05835,-0.041626,-0.953674,0.1435,8.2206
1,2025-08-04 17:32:22,0.292236,0.05835,-0.041626,-0.953674,0.1435,8.2206
2,2025-08-04 17:32:22,0.292236,0.05835,-0.041626,-0.953674,0.1435,8.2206
3,2025-08-04 17:32:22,0.292236,0.05835,-0.041626,-0.953674,0.1435,8.2206
4,2025-08-04 17:32:22,0.292236,0.05835,-0.041626,-0.953674,0.1435,8.2206
5,2025-08-04 17:32:22,0.292236,0.05835,-0.041626,-0.953674,0.1435,8.2206
6,2025-08-04 17:32:22,0.292236,0.05835,-0.041626,-0.953674,0.1435,8.2206
7,2025-08-04 17:32:22,0.292236,0.05835,-0.041626,-0.953674,0.1435,8.2206
8,2025-08-04 17:32:22,0.292236,0.05835,-0.041626,-0.953674,0.1435,8.2206
9,2025-08-04 17:32:22,0.292236,0.058319,-0.041656,-0.953674,0.1435,8.2198
10,2025-08-04 17:32:22,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
11,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
12,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
13,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
14,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
15,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
16,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
17,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
18,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
19,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
20,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
21,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
22,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
23,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
24,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
25,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
26,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
27,2025-08-04 17:32:23,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
28,2025-08-04 17:32:23,0.292236,0.058319,-0.041656,-0.953674,0.1435,8.2198
29,2025-08-04 17:32:23,0.292236,0.058319,-0.041656,-0.953674,0.1435,8.2198
30,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
31,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
32,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
33,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
34,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
35,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
36,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
37,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
38,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
39,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
40,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
41,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
42,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
43,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
44,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
45,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
46,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
47,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
48,2025-08-04 17:32:24,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
49,2025-08-04 17:32:25,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
50,2025-08-04 17:32:25,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
51,2025-08-04 17:32:25,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
52,2025-08-04 17:32:25,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
53,2025-08-04 17:32:25,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
54,2025-08-04 17:32:25,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
55,2025-08-04 17:32:25,0.292236,0.058289,-0.041687,-0.953674,0.1434,8.2190
