Index,Time,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,heading,roll,pitch,linacc_x,linacc_y,linacc_z,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z
330,23.384,-0.930,1.115,9.630,-69.875,-55.219,-42.562,0.063,0.125,0.000,145.875,-4.938,-6.438,-0.080,0.015,-0.085,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
331,23.456,-0.955,1.095,9.635,-69.281,-55.406,-42.562,0.000,0.125,-0.125,145.875,-4.938,-6.438,-0.105,-0.005,-0.070,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
332,23.527,-0.950,1.090,9.630,-69.062,-55.062,-42.812,-0.094,0.188,-0.125,145.875,-4.938,-6.438,-0.100,-0.010,-0.075,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
332,23.527,-0.950,1.090,9.630,-69.062,-55.062,-42.812,-0.094,0.188,-0.125,145.875,-4.938,-6.438,-0.100,-0.010,-0.075,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
333,23.596,-0.940,1.110,9.620,-69.656,-55.062,-43.406,-0.031,0.157,-0.094,145.875,-4.938,-6.438,-0.090,0.010,-0.085,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
334,23.669,-0.920,1.090,9.625,-69.875,-55.062,-43.406,-0.125,-0.125,-0.032,145.875,-4.938,-6.438,-0.035,-0.015,-0.130,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
335,23.740,-0.920,1.090,9.615,-70.031,-55.062,-42.812,-0.032,-0.156,0.000,145.875,-4.938,-6.438,-0.040,-0.010,-0.080,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
336,23.811,-0.915,1.090,9.585,-70.031,-55.281,-43.218,0.093,-0.094,-4.062,145.875,-4.938,-6.438,-0.040,0.000,-0.085,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
337,23.882,-0.885,1.090,9.525,-69.875,-55.281,-43.688,0.000,-0.281,-4.031,145.875,-4.938,-6.438,-0.050,-0.005,-0.075,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
338,23.953,-0.900,1.120,9.555,-70.219,-55.062,-43.281,-0.031,-0.094,-0.062,145.875,-4.938,-6.438,-0.065,0.005,-0.120,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
338,23.953,-0.900,1.120,9.555,-70.219,-55.062,-43.281,-0.031,-0.094,-0.062,145.875,-4.938,-6.438,-0.065,0.005,-0.120,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
339,24.024,-0.920,1.115,9.635,-69.812,-54.656,-42.656,0.031,0.000,-0.031,145.875,-4.938,-6.438,-0.085,0.000,-0.130,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
340,24.094,-0.915,1.080,9.625,-69.656,-54.656,-42.406,0.000,0.219,-0.062,145.875,-4.906,-6.438,-0.095,-0.025,-0.080,-0.840,-162.740,9.700,0.293,0.058,-0.041,-0.954
341,24.166,-0.935,1.110,9.595,-70.219,-55.062,-43.406,-0.031,0.250,-0.093,145.875,-4.875,-6.438,-0.125,0.015,-0.115,-0.840,-162.740,9.700,0.293,0.058,-0.041,-0.954
342,24.237,-0.940,1.090,9.625,-69.812,-54.875,-43.656,0.031,0.375,-0.062,145.875,-4.875,-6.438,-0.135,0.000,-0.115,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
343,24.308,-0.970,1.090,9.690,-69.469,-55.094,-43.468,0.031,0.094,0.000,145.875,-4.875,-6.438,-0.115,-0.015,-0.085,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
344,24.380,-0.935,1.115,9.615,-69.875,-55.094,-43.468,0.031,-0.125,0.031,145.875,-4.875,-6.438,-0.095,0.020,-0.080,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
344,24.380,-0.935,1.115,9.615,-69.875,-55.094,-43.468,0.031,-0.125,0.031,145.875,-4.875,-6.438,-0.095,0.020,-0.080,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
345,24.449,-0.930,1.075,9.665,-70.219,-55.094,-42.406,0.000,-0.125,0.031,145.875,-4.875,-6.438,-0.090,-0.015,-0.035,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
346,24.521,-0.910,1.075,9.660,-70.031,-55.500,-42.406,-0.062,-0.187,-0.032,145.875,-4.875,-6.438,-0.070,-0.015,-0.040,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
347,24.592,-0.915,1.090,9.650,-69.688,-55.281,-42.656,0.063,-0.375,-0.062,145.875,-4.875,-6.438,-0.015,0.005,-0.105,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
348,24.664,-0.895,1.070,9.625,-69.688,-54.656,-42.656,0.157,-0.531,0.062,145.875,-4.875,-6.438,-0.060,0.000,-0.035,-0.840,1.100,9.700,0.293,0.058,-0.041,-0.954
349,24.739,-0.895,1.065,9.615,-70.219,-54.250,-42.812,0.032,-0.250,0.062,145.875,-4.875,-6.438,-0.065,-0.065,-0.025,-0.835,1.100,9.700,0.293,0.058,-0.041,-0.954
349,24.739,-0.895,1.065,9.615,-70.219,-54.250,-42.812,0.032,-0.250,0.062,145.875,-4.875,-6.438,-0.065,-0.065,-0.025,-0.835,1.100,9.700,0.293,0.058,-0.041,-0.954
350,24.811,-0.985,1.110,9.690,-70.406,-54.469,-42.812,-0.093,-0.093,-0.062,145.875,-4.875,-6.438,-0.090,-0.045,-0.050,-0.830,1.100,9.700,0.293,0.058,-0.041,-0.954
351,24.882,-0.920,1.120,9.620,-70.062,-54.875,-43.062,-0.093,-0.125,-0.093,145.875,-4.875,-6.438,-0.085,0.015,-0.080,-0.830,1.100,9.700,0.293,0.058,-0.041,-0.954
352,24.952,-0.915,1.085,9.630,-69.656,-55.062,-42.625,-0.062,-0.094,-0.031,145.875,-4.875,-6.438,-0.080,-0.010,-0.075,-0.830,1.100,9.700,0.293,0.058,-0.041,-0.954
353,25.023,-0.935,1.105,9.630,-69.469,-54.875,-42.375,0.000,0.031,0.000,145.875,-4.875,-6.438,-0.095,0.010,-0.075,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
354,25.095,-0.960,1.120,9.620,-69.688,-54.875,-42.562,0.062,0.125,-0.094,145.875,-4.875,-6.438,-0.050,0.020,-0.160,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
355,25.166,-0.985,1.115,9.610,-69.469,-54.875,-43.156,0.031,-0.031,-0.094,145.875,-4.875,-6.438,-0.125,0.000,-0.080,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
356,25.238,-0.945,1.115,9.595,-69.250,-54.875,-43.750,0.062,-0.125,0.000,145.875,-4.844,-6.438,-0.110,0.000,-0.150,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
356,25.238,-0.945,1.115,9.595,-69.250,-54.875,-43.750,0.062,-0.125,0.000,145.875,-4.844,-6.438,-0.110,0.000,-0.150,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
357,25.307,-0.935,1.110,9.640,-69.062,-55.281,-42.750,0.093,0.406,-0.031,145.875,-4.812,-6.438,-0.095,0.005,-0.095,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
358,25.379,-0.915,1.105,9.630,-69.281,-55.281,-42.969,0.062,0.469,-0.062,145.875,-4.812,-6.438,-0.145,0.015,0.105,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
359,25.449,-0.895,1.095,9.685,-70.219,-55.281,-43.375,0.000,0.093,-0.062,145.875,-4.844,-6.438,-0.045,-0.045,-0.120,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
360,25.521,-0.900,1.120,9.695,-70.750,-55.281,-42.812,-0.031,0.031,-0.031,145.875,-4.875,-6.438,-0.050,-0.005,-0.175,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
361,25.592,-0.915,1.075,9.675,-70.000,-55.062,-43.281,0.031,0.281,-0.094,145.875,-4.875,-6.438,-0.075,0.010,-0.105,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
361,25.592,-0.915,1.075,9.675,-70.000,-55.062,-43.281,0.031,0.281,-0.094,145.875,-4.875,-6.438,-0.075,0.010,-0.105,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
362,25.664,-0.930,1.055,9.715,-69.469,-55.062,-43.250,-0.063,0.094,-0.125,145.875,-4.875,-6.438,-0.070,-0.040,-0.080,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
363,25.736,-0.915,1.120,9.640,-69.875,-54.656,-43.250,-0.032,-0.093,-0.062,145.875,-4.875,-6.438,-0.080,0.015,-0.065,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
364,25.807,-0.915,1.110,9.635,-69.656,-54.656,-42.875,0.000,-0.093,-0.031,145.875,-4.875,-6.438,-0.080,0.010,-0.070,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
365,25.878,-0.915,1.110,9.615,-69.250,-55.281,-42.875,-0.062,-0.125,0.000,145.875,-4.875,-6.438,-0.145,0.005,0.040,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
366,25.951,-0.930,1.130,9.600,-69.469,-55.281,-43.250,-0.062,0.093,-0.031,145.875,-4.875,-6.438,-0.100,0.020,-0.080,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
367,26.022,-0.930,1.115,9.605,-69.875,-55.062,-43.375,-0.062,-0.188,-0.031,145.875,-4.875,-6.438,-0.105,0.000,-0.095,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
367,26.022,-0.930,1.115,9.605,-69.875,-55.062,-43.375,-0.062,-0.188,-0.031,145.875,-4.875,-6.438,-0.105,0.000,-0.095,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
368,26.093,-0.915,1.120,9.600,-69.875,-55.062,-43.000,-0.062,-0.125,-0.062,145.875,-4.875,-6.438,-0.090,-0.010,-0.105,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
369,26.165,-0.985,1.145,9.705,-69.875,-55.281,-42.406,-0.093,-0.125,-0.032,145.875,-4.875,-6.438,-0.090,0.030,-0.115,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
370,26.237,-0.920,1.130,9.610,-69.875,-55.094,-43.031,-0.062,-0.063,0.000,145.875,-4.844,-6.438,-0.085,0.030,-0.095,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
371,26.305,-0.865,1.115,9.555,-69.688,-54.875,-43.031,0.000,0.000,0.000,145.875,-4.812,-6.438,-0.085,0.005,-0.080,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
372,26.376,-0.880,1.125,9.565,-69.469,-55.062,-43.031,-0.032,0.063,0.031,145.875,-4.812,-6.438,-0.095,0.010,-0.070,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
373,26.448,-0.915,1.090,9.625,-69.656,-54.875,-42.875,-0.062,-0.093,0.031,145.875,-4.812,-6.438,-0.080,-0.010,-0.080,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
373,26.448,-0.915,1.090,9.625,-69.656,-54.875,-42.875,-0.062,-0.093,0.031,145.875,-4.812,-6.438,-0.080,-0.010,-0.080,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
374,26.520,-0.910,1.045,9.635,-70.219,-55.094,-42.875,-0.031,-0.093,0.031,145.875,-4.812,-6.438,-0.065,-0.050,-0.080,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
375,26.591,-0.885,1.070,9.600,-70.031,-55.094,-42.625,-0.031,-4.000,0.094,145.875,-4.812,-6.438,-0.085,-0.035,-0.070,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
376,26.662,-0.890,1.090,9.650,-69.875,-54.875,-42.000,0.031,-4.063,0.032,145.875,-4.812,-6.438,-0.105,0.000,-0.110,-0.830,1.100,9.700,0.293,0.057,-0.041,-0.954
377,26.734,-0.895,1.085,9.635,-69.875,-55.062,-43.000,-0.032,0.187,-0.093,145.875,-4.812,-6.438,-0.100,-0.025,-0.075,-0.830,1.100,9.700,0.293,0.057,-0.042,-0.954
378,26.804,-0.930,1.110,9.630,-69.688,-55.281,-43.156,-0.093,-0.063,-0.062,145.875,-4.812,-6.438,-0.085,-0.035,-0.045,-0.830,1.100,9.700,0.293,0.057,-0.042,-0.954
379,26.876,-0.920,1.095,9.620,-69.875,-54.875,-43.031,-0.093,-0.032,0.000,145.875,-4.812,-6.438,-0.085,0.000,-0.050,-0.830,1.100,9.700,0.293,0.057,-0.042,-0.954
434,30.738,-0.925,1.140,9.590,-69.875,-54.656,-43.281,-0.032,0.312,0.031,145.875,-4.812,-6.438,-0.185,0.045,0.160,-0.825,1.100,9.700,0.293,0.057,-0.042,-0.954
435,30.809,-0.940,1.150,9.595,-69.469,-55.281,-43.031,0.125,0.312,-0.031,145.875,-4.812,-6.438,-0.130,0.045,-0.040,-0.820,1.100,9.700,0.293,0.057,-0.042,-0.954
435,30.809,-0.940,1.150,9.595,-69.469,-55.281,-43.031,0.125,0.312,-0.031,145.875,-4.812,-6.438,-0.130,0.045,-0.040,-0.820,1.100,9.700,0.293,0.057,-0.042,-0.954
436,30.879,-0.955,1.110,9.635,-69.469,-55.094,-42.625,0.000,0.312,-0.031,145.875,-4.812,-6.438,-0.110,-0.005,-0.130,-0.820,1.100,9.700,0.293,0.057,-0.042,-0.954
437,30.950,-0.950,1.110,9.625,-70.031,-55.094,-42.250,-0.032,0.438,-0.031,145.875,-4.812,-6.438,-0.120,-0.005,-0.095,-0.820,1.100,9.700,0.293,0.057,-0.042,-0.954
438,31.020,-0.910,1.110,9.595,-70.219,-54.875,-42.406,0.125,-0.125,-0.031,145.875,-4.812,-6.438,-0.130,0.035,-0.110,-0.820,1.100,9.700,0.293,0.057,-0.042,-0.954
439,31.091,-0.935,1.135,9.750,-69.875,-54.469,-43.031,0.093,-0.031,-0.062,145.875,-4.812,-6.438,-0.085,0.060,0.040,-0.820,1.100,9.700,0.293,0.057,-0.042,-0.954
440,31.162,-0.925,1.115,9.695,-69.469,-54.875,-43.031,0.031,-0.031,-0.032,145.875,-4.781,-6.438,-0.040,0.065,0.015,-0.815,1.100,9.700,0.293,0.057,-0.042,-0.954
441,31.230,-0.890,1.105,9.575,-69.719,-55.062,-42.562,-0.031,0.000,0.000,145.875,-4.750,-6.438,-0.065,0.045,-0.080,-0.815,1.100,9.700,0.293,0.057,-0.042,-0.954
441,31.230,-0.890,1.105,9.575,-69.719,-55.062,-42.562,-0.031,0.000,0.000,145.875,-4.750,-6.438,-0.065,0.045,-0.080,-0.815,1.100,9.700,0.293,0.057,-0.042,-0.954
442,31.300,-0.900,1.110,9.640,-69.781,-55.406,-42.781,0.032,0.000,-0.062,145.875,-4.750,-6.438,-0.065,0.025,-0.090,-0.815,1.100,9.700,0.293,0.057,-0.042,-0.954
443,31.371,-0.865,1.105,9.595,-69.375,-55.406,-43.250,0.062,-0.250,-0.062,145.875,-4.750,-6.438,-0.070,0.010,-0.060,-0.810,1.100,9.700,0.293,0.057,-0.042,-0.954
444,31.443,-0.865,1.095,9.635,-69.938,-55.281,-43.031,0.000,-0.032,-0.031,145.875,-4.750,-6.438,-0.060,0.000,-0.080,-0.810,1.100,9.700,0.293,0.057,-0.042,-0.954
445,31.513,-0.865,1.115,9.595,-70.344,-55.281,-43.031,-0.031,0.031,-0.094,145.875,-4.750,-6.438,-0.075,0.015,-0.090,-0.815,1.100,9.700,0.293,0.057,-0.042,-0.954
446,31.583,-0.880,1.140,9.545,-69.781,-54.656,-42.625,0.032,0.000,-0.063,145.875,-4.750,-6.438,-0.050,0.015,-0.180,-0.820,1.100,9.700,0.293,0.057,-0.042,-0.954
507,35.902,-0.885,1.130,9.500,-69.938,-55.000,-42.000,-0.032,0.031,-0.032,145.875,-4.844,-6.469,-0.080,-0.005,-0.095,-0.835,1.100,9.700,0.292,0.058,-0.042,-0.954
508,35.975,-0.860,1.120,9.435,-69.750,-55.406,-43.062,-0.094,-0.281,-0.062,145.875,-4.938,-6.500,-0.080,-0.005,-0.075,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
509,36.044,-0.940,1.120,9.595,-69.375,-54.875,-43.468,-0.031,-0.125,-0.125,145.875,-4.938,-6.500,-0.090,0.010,-0.105,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
510,36.115,-0.925,1.155,9.550,-69.750,-54.875,-43.031,-0.062,0.125,-0.094,145.875,-4.938,-6.500,-0.075,0.050,-0.145,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
511,36.187,-0.915,1.150,9.555,-69.750,-55.281,-42.781,0.094,-0.062,0.062,145.875,-4.969,-6.500,-0.065,0.045,-0.145,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
512,36.258,-0.915,1.100,9.610,-69.562,-54.750,-43.031,0.156,0.000,0.000,145.875,-5.000,-6.500,-0.125,0.005,0.020,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
512,36.258,-0.915,1.100,9.610,-69.562,-54.750,-43.031,0.156,0.000,0.000,145.875,-5.000,-6.500,-0.125,0.005,0.020,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
513,36.330,-0.925,1.120,9.605,-69.375,-54.750,-43.875,0.062,0.125,-0.093,145.875,-5.000,-6.500,-0.070,0.025,-0.095,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
514,36.399,-0.925,1.120,9.615,-69.375,-55.500,-43.656,0.125,0.094,-0.032,145.875,-5.000,-6.500,-0.070,0.020,-0.105,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
515,36.471,-0.910,1.085,9.630,-69.562,-55.500,-43.062,0.032,-0.344,0.000,145.875,-5.000,-6.500,-0.115,0.000,0.000,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
516,36.542,-0.895,1.095,9.645,-69.750,-55.281,-43.281,-0.032,-0.125,-0.125,145.875,-5.000,-6.500,-0.070,0.015,-0.095,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
517,36.614,-0.895,1.070,9.630,-69.562,-54.875,-43.281,0.062,-0.157,-0.032,145.875,-5.000,-6.500,-0.050,0.005,-0.095,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
518,36.685,-0.900,1.070,9.620,-69.781,-54.875,-43.281,0.031,-0.094,0.062,145.875,-5.000,-6.500,-0.040,-0.010,-0.075,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
518,36.685,-0.900,1.070,9.620,-69.781,-54.875,-43.281,0.031,-0.094,0.062,145.875,-5.000,-6.500,-0.040,-0.010,-0.075,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
519,36.756,-0.900,1.105,9.610,-70.188,-55.062,-43.281,-0.062,0.000,0.031,145.875,-5.000,-6.500,-0.065,-0.005,-0.075,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
520,36.827,-0.915,1.085,9.640,-69.594,-55.062,-43.468,-0.093,0.000,0.000,145.875,-5.000,-6.500,-0.065,-0.020,-0.060,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
521,36.896,-0.925,1.090,9.640,-69.375,-55.281,-43.218,0.032,-0.062,-0.093,145.875,-5.000,-6.500,-0.070,-0.030,-0.055,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
522,36.974,-0.940,1.110,9.620,-69.750,-55.094,-42.218,0.093,-0.032,0.000,145.875,-5.000,-6.500,-0.105,-0.015,-0.005,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
523,37.045,-0.940,1.090,9.640,-69.750,-54.875,-42.438,0.031,0.031,0.062,145.875,-5.000,-6.500,-0.075,-0.010,-0.065,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
524,37.116,-0.940,1.095,9.620,-69.562,-55.062,-43.031,-0.031,0.031,0.000,145.875,-5.000,-6.500,-0.080,-0.005,-0.075,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
524,37.116,-0.940,1.095,9.620,-69.562,-55.062,-43.031,-0.031,0.031,0.000,145.875,-5.000,-6.500,-0.080,-0.005,-0.075,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
525,37.187,-0.935,1.110,9.615,-69.562,-55.406,-43.062,0.063,0.125,-0.094,145.875,-5.000,-6.500,-0.065,0.015,-0.090,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
526,37.260,-0.950,1.115,9.710,-69.562,-55.406,-42.656,0.125,-0.031,-0.094,145.875,-5.000,-6.500,-0.050,0.020,-0.070,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
527,37.332,-0.895,1.115,9.615,-69.938,-55.062,-42.656,0.062,-0.094,-0.031,145.875,-5.000,-6.500,-0.040,0.005,-0.075,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
528,37.402,-0.915,1.115,9.625,-70.125,-55.281,-43.062,0.093,-0.125,0.000,145.875,-5.000,-6.500,-0.060,0.005,-0.075,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
529,37.473,-0.920,1.115,9.620,-69.969,-55.094,-42.468,0.125,-0.031,0.031,145.875,-5.000,-6.500,-0.115,0.005,-0.005,-0.850,1.100,-154.140,0.292,0.058,-0.041,-0.954
530,37.544,-0.925,1.115,9.625,-69.781,-54.875,-42.218,0.062,0.031,-0.031,145.875,-5.000,-6.500,-0.095,0.010,-0.095,-0.850,1.100,-154.140,0.292,0.058,-0.041,-0.954
530,37.544,-0.925,1.115,9.625,-69.781,-54.875,-42.218,0.062,0.031,-0.031,145.875,-5.000,-6.500,-0.095,0.010,-0.095,-0.850,1.100,-154.140,0.292,0.058,-0.041,-0.954
531,37.615,-0.935,1.115,9.615,-69.375,-54.875,-43.031,-0.062,0.344,-0.125,145.875,-5.000,-6.500,-0.090,0.010,-0.100,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
532,37.687,-0.940,1.105,9.615,-69.188,-54.875,-42.688,0.000,0.188,-0.094,145.875,-5.000,-6.500,-0.070,0.000,-0.080,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
533,37.758,-0.925,1.095,9.625,-69.375,-55.062,-42.468,0.093,-0.031,-0.031,145.875,-5.000,-6.500,-0.060,0.010,-0.100,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
534,37.829,-0.920,1.085,9.630,-69.562,-54.875,-43.062,0.062,-0.125,-0.031,145.875,-5.000,-6.500,-0.065,0.010,-0.095,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
535,37.898,-0.910,1.085,9.630,-69.781,-55.094,-42.468,0.093,0.062,-0.031,145.875,-5.000,-6.500,-0.060,0.005,-0.080,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
536,37.970,-0.895,1.100,9.610,-69.781,-54.875,-41.875,-0.062,0.062,0.032,145.875,-5.000,-6.500,-0.060,-0.005,-0.055,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
536,37.970,-0.895,1.100,9.610,-69.781,-54.875,-41.875,-0.062,0.062,0.032,145.875,-5.000,-6.500,-0.060,-0.005,-0.055,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
537,38.042,-0.930,1.110,9.655,-69.781,-54.656,-42.282,-0.062,-0.219,0.032,145.875,-5.000,-6.500,-0.050,-0.010,-0.075,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
538,38.113,-0.905,1.115,9.615,-70.531,-55.281,-42.625,0.062,-0.062,0.032,145.875,-5.000,-6.500,-0.050,0.005,-0.075,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
539,38.184,-0.905,1.110,9.620,-70.312,-55.281,-42.562,0.062,-0.093,0.093,145.875,-5.000,-6.500,-0.050,0.005,-0.075,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
540,38.254,-0.915,1.095,9.615,-69.969,-55.062,-42.812,0.032,0.000,0.062,145.875,-5.000,-6.500,-0.065,-0.005,-0.080,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
541,38.326,-0.915,1.110,9.615,-70.344,-55.062,-42.406,-0.031,0.000,0.093,145.875,-5.000,-6.500,-0.030,-0.005,-0.105,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
541,38.326,-0.915,1.110,9.615,-70.344,-55.062,-42.406,-0.031,0.000,0.093,145.875,-5.000,-6.500,-0.030,-0.005,-0.105,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
542,38.397,-0.910,1.110,9.620,-70.344,-55.062,-42.000,0.031,0.000,0.032,145.875,-5.000,-6.500,-0.055,0.010,-0.060,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
543,38.469,-0.920,1.090,9.615,-70.188,-54.875,-42.406,0.000,-0.188,-0.062,145.875,-5.000,-6.500,-0.060,0.010,-0.070,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
544,38.545,-0.965,1.085,9.665,-70.188,-54.688,-42.156,0.000,-0.032,-0.031,145.875,-5.000,-6.500,-0.070,-0.010,-0.070,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
545,38.618,-0.950,1.095,9.640,-69.969,-54.688,-42.000,0.031,0.093,-0.031,145.875,-5.000,-6.500,-0.075,-0.010,-0.080,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
546,38.689,-0.940,1.105,9.615,-69.969,-54.875,-42.469,0.062,0.031,-0.093,145.875,-5.000,-6.500,-0.085,-0.010,-0.135,-0.850,1.100,9.700,0.292,0.059,-0.041,-0.954
547,38.759,-0.930,1.095,9.665,-70.344,-55.062,-42.625,-0.032,-0.281,-0.093,145.875,-5.000,-6.500,-0.040,-0.010,-0.175,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
547,38.759,-0.930,1.095,9.665,-70.344,-55.062,-42.625,-0.032,-0.281,-0.093,145.875,-5.000,-6.500,-0.040,-0.010,-0.175,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
548,38.829,-0.945,1.075,9.645,-70.344,-55.062,-42.562,-0.094,-0.625,0.000,145.875,-5.000,-6.500,-0.020,0.010,-0.090,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
549,38.901,-0.935,1.080,9.585,-70.188,-55.281,-42.812,-0.031,-0.313,0.031,145.875,-5.000,-6.500,-0.055,0.015,-0.075,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
550,38.974,-0.870,1.125,9.530,-69.781,-55.281,-42.812,-0.125,-0.094,-0.125,145.875,-5.000,-6.500,-0.070,0.015,-0.105,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
551,39.045,-0.855,1.135,9.500,-69.562,-55.062,-42.562,-0.125,-0.094,-0.125,145.875,-5.000,-6.500,-0.065,0.015,-0.105,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
552,39.116,-0.905,1.125,9.610,-69.562,-55.062,-43.031,-0.062,0.062,0.000,145.875,-5.000,-6.500,-0.055,0.015,-0.095,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
553,39.187,-0.905,1.125,9.635,-69.375,-54.875,-43.281,-0.031,0.125,0.000,145.875,-5.000,-6.500,-0.060,0.015,-0.070,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
553,39.187,-0.905,1.125,9.635,-69.375,-54.875,-43.281,-0.031,0.125,0.000,145.875,-5.000,-6.500,-0.060,0.015,-0.070,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
554,39.257,-0.915,1.120,9.630,-69.781,-55.219,-42.656,0.031,-0.031,0.031,145.875,-5.000,-6.500,-0.070,0.010,-0.075,-0.850,1.100,9.700,0.292,0.058,-0.041,-0.954
