Index,Time,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,heading,roll,pitch,linacc_x,linacc_y,linacc_z,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
691,48.966,-0.940,1.095,9.620,-69.375,-54.875,-42.562,0.031,0.032,-0.032,145.875,-4.875,-6.500,-0.120,0.005,-0.035,-0.840,1.100,9.700,0.292,0.058,-0.042,-0.954
