0,-0,0,-7.52767868846725,0.368390646139096,0.368390646139096,0,0,0
-4.96678308261613e-12,3.9824852310529e-12,-7.41683474613022e-24,-7.52817173608967,0.368390646127762,0.368390646130008,-2.68224464328439e-09,1.31261216831057e-10,1.3126121683119e-10
-1.78739786465883e-10,1.43317827245838e-10,-9.60506362091473e-21,-7.53063697527974,0.368390645731683,0.368390645812422,-9.6571347823699e-08,4.72540380507068e-09,4.72540380524341e-09
-4.76276308698186e-09,3.81889712866592e-09,-6.81904192352835e-18,-7.54296319817997,0.368390635341736,0.368390637481515,-2.57932536698565e-06,1.26142028756883e-07,1.26142028879437e-07
-6.95144612617351e-09,5.5738354326044e-09,-1.45258697171269e-17,-7.54614844239085,0.198223907015856,0.198223910134562,-3.76691763235222e-06,1.84195321752423e-07,1.84195322013446e-07
-2.40520915630092e-08,1.92855411304096e-08,-1.73871868779544e-16,-7.56207470843594,0.198223868685593,0.198223879400442,-1.30732680028833e-05,5.75546094250865e-07,5.75546097372807e-07
-2.77305500089786e-08,2.22350169159314e-08,-2.3111580973877e-16,-7.56461829716293,0.0237423673202527,0.0237423796598222,-1.50799837154993e-05,6.5169790964787e-07,6.51697913797128e-07
-5.00185738336935e-08,4.01060864260838e-08,-7.51831336488571e-16,-7.5773362694878,0.0237423179112667,0.0237423400425178,-2.72665309945066e-05,1.04748410966439e-06,1.0474841231536e-06
-6.22244599048423e-08,4.98930572282515e-08,-1.16346993115948e-15,-7.58308825278432,0.111187726810209,0.111187754271154,-3.39576681042135e-05,1.23018360896592e-06,1.23018362983468e-06
-1.10320324070192e-07,8.84574691478353e-08,-3.6564823871693e-15,-7.60155830925585,-0.220256846633538,-0.220256798350698,-6.04184407541161e-05,1.8761343148008e-06,1.87613438032505e-06
-1.71905290761454e-07,1.37837765452953e-07,-8.87666384726857e-15,-7.62002846657835,0.536366971065212,0.536367045672123,-9.44807717216788e-05,2.46755040587657e-06,2.46755056479766e-06
-2.46866508235057e-07,1.97943458921875e-07,-1.83026431041368e-14,-7.63849872475267,0.0186758055815555,0.0186759118180195,-0.000136163131164224,3.2170214905214e-06,3.21702181788836e-06
-3.35091124747428e-07,2.68684062332872e-07,-3.37157478150643e-14,-7.65696908377963,0.568283274068155,0.568283417044614,-0.000185483989339927,4.24401388153908e-06,4.24401448401423e-06
-4.36466288554998e-07,3.49969088464212e-07,-5.71906643771025e-14,-7.67543954366007,0.0835048692795445,0.0835050539130474,-0.000242461816607813,5.56448571761872e-06,5.56448673858827e-06
-5.50879147914195e-07,4.41708050094164e-07,-9.10861769360895e-14,-7.69391010439483,0.275646131069392,0.275646362085249,-0.000307115083427764,7.21085151828418e-06,7.2108531427754e-06
-6.78216851081452e-07,5.43810460000995e-07,-1.38035985529553e-13,-7.71238076598475,-0.457321017803121,-0.45732073586969,-0.000379462260360515,9.03679270019402e-06,9.03679515960069e-06
-8.18366546313202e-07,6.56185830962974e-07,-2.00939603363487e-13,-7.73085152843067,-0.221729652379284,-0.221729315181497,-0.000459521818067655,1.07718963084437e-05,1.07718998850615e-05
-9.71215381865879e-07,7.78743675758365e-07,-2.82953333223011e-13,-7.74932239173344,0.394012141081184,0.394012537703319,-0.00054731222731163,1.21674744404206e-05,1.21674794717939e-05
-1.13665050599592e-06,9.11393507165433e-07,-3.87481323016897e-13,-7.76779335589389,-0.202064588944505,-0.202064128923165,-0.000642851958955744,1.36491936651489e-05,1.36492005482311e-05
-1.31455906695977e-06,1.05404483796244e-06,-5.18166700455978e-13,-7.78626442091286,0.182571509571524,0.182572036783438,-0.000746159483964156,1.52268865043945e-05,1.5226895699523e-05
-1.50482821301387e-06,1.20660718092764e-06,-6.78882786865434e-13,-7.80473558679121,-0.113854381817113,-0.11385378380509,-0.000857253273401887,1.67948326329136e-05,1.67948446676009e-05
-1.70734509241467e-06,1.3689900488393e-06,-8.73724390130953e-13,-7.82320685352977,-0.0428763808655064,-0.0428757086240248,-0.000976151798434813,1.83971371452386e-05,1.83971526177826e-05
-1.92199685341862e-06,1.54110295447568e-06,-1.10699917677877e-12,-7.84167822112939,-0.426702076361024,-0.426701326639268,-0.00110287353032967,1.99210760875737e-05,1.99210956704869e-05
-2.14867064428217e-06,1.72285541061502e-06,-1.38321912318956e-12,-7.86014968959092,-0.401755722124147,-0.401754891848181,-0.00123743694045407,2.12102256045197e-05,2.12102500477799e-05
-2.38725361326179e-06,1.91415693003557e-06,-1.70709204594627e-12,-7.87862125891519,0.311343847202863,0.311344760931739,-0.00137986050027646,2.20851460177654e-05,2.208517615189e-05
-2.63763290861395e-06,2.11491702551559e-06,-2.08351321131575e-12,-7.89709292910306,-0.014197541795205,-0.0141965418882961,-0.00153016268136617,2.29148602818521e-05,2.29148970207972e-05
-2.89969567859511e-06,2.3250452098333e-06,-2.51755702386432e-12,-7.91556470015536,-0.252653932964159,-0.252652844326025,-0.0016883619553934,2.38931474801411e-05,2.38931918240264e-05
-3.17332907146176e-06,2.54445099576696e-06,-3.01446879420716e-12,-7.93403657207295,-0.241974720822437,-0.241973541070166,-0.00185447679412918,2.47380087161789e-05,2.4738061753841e-05
-3.45842023547039e-06,2.7730438960948e-06,-3.57965658589164e-12,-7.95250854485666,0.272498077493543,0.272499350574237,-0.00202852566944544,2.53355553945107e-05,2.53356183058864e-05
-3.75485631887749e-06,3.01073342359504e-06,-4.21868314141448e-12,-7.97098061850734,-0.0177868507236027,-0.0177854822671761,-0.00221052705331496,2.59483635148487e-05,2.59484375731893e-05
-4.06252446993956e-06,3.2574290910459e-06,-4.9372578873728e-12,-7.98945279302584,0.162368659741853,0.162370125455997,-0.0024004994178114,2.66885270071466e-05,2.66886135810654e-05
-4.38131183691312e-06,3.51304041122562e-06,-5.74122901874906e-12,-8.00792506841299,0.125433608604282,0.125435173294452,-0.00259846123510926,2.75009811578491e-05,2.75010817132034e-05
-4.71110556805468e-06,3.77747689691239e-06,-6.63657566232983e-12,-8.02639744466965,0.239129032853004,0.239130698075487,-0.00280443097748395,2.84573361923529e-05,2.84574522939626e-05
-5.05179281162078e-06,4.05064806088444e-06,-7.62940011925853e-12,-8.04486992179664,0.126635883363248,0.12663765051396,-0.00301842711731171,2.95959722933546e-05,2.95961056065584e-05
-5.40326071586797e-06,4.33246341591995e-06,-8.72592018672193e-12,-8.06334249979483,-0.424191266861684,-0.424189396545549,-0.00324046812706967,3.09174905947785e-05,3.09176428868302e-05
-5.76539642905278e-06,4.62283247479712e-06,-9.93246155877062e-12,-8.08181517866503,0.118588421417489,0.118590395979172,-0.00347057247933584,3.20902309437117e-05,3.20904040850176e-05
-6.13808709943178e-06,4.92166475029415e-06,-1.12554503062733e-11,-8.1002879584081,0.355796913712638,0.355798993444576,-0.00370875864678907,3.31101696065217e-05,3.31103655717205e-05
-6.52121987526156e-06,5.22886975518921e-06,-1.2701405436005e-11,-8.11876083902488,0.230405673851184,0.230407859524317,-0.00395504510220913,3.43673006712272e-05,3.4367521540115e-05
-6.91468190479869e-06,5.54435700226047e-06,-1.42769315288692e-11,-8.1372338205162,-0.751828626770615,-0.751826334537463,-0.00420945031847661,3.5917532762164e-05,3.59177807204654e-05
-7.31836033629979e-06,5.8680360042861e-06,-1.59887114572535e-11,-8.15570690288289,-0.0865897084183736,-0.0865873091568427,-0.00447199276857301,3.72070531075923e-05,3.72073304475796e-05
-7.73214231802145e-06,6.19981627404426e-06,-1.78434991815199e-11,-8.17418008612581,-0.102135218232533,-0.102132711623076,-0.0047426909255807,3.80773640152583e-05,3.80776731362196e-05
